filename,text
crops\crop_002811.png,GST @6%: $0.52
crops\crop_002812.png,NETT TOTAL: $9.20
crops\crop_002813.png,PAYMENT MODE
crops\crop_002814.png,AMOUNT
crops\crop_002815.png,CASH
crops\crop_002816.png,$9.20
crops\crop_002817.png,CHANGE
crops\crop_002818.png,$0.00
crops\crop_002819.png,GST SUMMANY
crops\crop_002820.png,AMOUNT($)
crops\crop_002821.png,TAX($)
crops\crop_002822.png,SR = GST @6%
crops\crop_002823.png,8.68
crops\crop_002824.png,0.52
crops\crop_002825.png,GST REG #000656195584
crops\crop_002826.png,BAR WANG RICE@PERMAS JAYA
crops\crop_002827.png,(PRICE INCLUSIVE OF GST)
crops\crop_002828.png,THANK YOU & COME AGAIN!
crops\crop_002829.png,LIKE AND FOLLOW US ON FACEBOOK!
crops\crop_002830.png,FACEBOOK.COM/BARWANGRICE
crops\crop_002831.png,CARREFOUR RESTAURANT
crops\crop_002832.png,JM0725755-U
crops\crop_002833.png,GST ID : 000433614848
crops\crop_002834.png,TEL : 07-3822612
crops\crop_002835.png,TABLE
crops\crop_002836.png,:
crops\crop_002837.png,3
crops\crop_002838.png,CASH
crops\crop_002839.png,MEMBER POINTS : 0.00
crops\crop_002840.png,RECEIPT
crops\crop_002841.png,CS00018751
crops\crop_002842.png,DATE: 20/03/2018
crops\crop_002843.png,SALESPERSON
crops\crop_002844.png,TIME: 12:42:00
crops\crop_002845.png,CASHIER:
crops\crop_002846.png,BAI HE
crops\crop_002847.png,ITEM
crops\crop_002848.png,QTY
crops\crop_002849.png,U/P
crops\crop_002850.png,DISC%
crops\crop_002851.png,AMOUNT
crops\crop_002852.png,238
crops\crop_002853.png,1
crops\crop_002854.png,10.00
crops\crop_002855.png,10.00
crops\crop_002856.png,1033
crops\crop_002857.png,1
crops\crop_002858.png,3.00
crops\crop_002859.png,3.00
crops\crop_002860.png,TOTAL QTY:
crops\crop_002861.png,2
crops\crop_002862.png,TOTAL POINTS: 0.00
crops\crop_002863.png,SUB-TOTAL :
crops\crop_002864.png,13.00
crops\crop_002865.png,DISC :
crops\crop_002866.png,0.00
crops\crop_002867.png,SERVICE CHARGE :
crops\crop_002868.png,0.00
crops\crop_002869.png,GOV TAX :
crops\crop_002870.png,0.78
crops\crop_002871.png,ROUNDING :
crops\crop_002872.png,0.02
crops\crop_002873.png,TOTAL
crops\crop_002874.png,13.80
crops\crop_002875.png,CASH
crops\crop_002876.png,13.80
crops\crop_002877.png,CHANGE
crops\crop_002878.png,0.00
crops\crop_002879.png,THANK YOU.
crops\crop_002880.png,***
crops\crop_002881.png,***
crops\crop_002882.png,UNIHAKKA INTERNATIONAL SDN BHD
crops\crop_002883.png,19 MAR 2018 18:26
crops\crop_002884.png,(867388-U)
crops\crop_002885.png,TAX INVOICE
crops\crop_002886.png,INVOICE # : OR18031902160324
crops\crop_002887.png,ITEM
crops\crop_002888.png,QTY
crops\crop_002889.png,TOTAL
crops\crop_002890.png,SR I00100000001- CHICKEN
crops\crop_002891.png,$2.70
crops\crop_002892.png,1
crops\crop_002893.png,$2.70
crops\crop_002894.png,SR I00100000060- 4 VEGE
crops\crop_002895.png,$5.50
crops\crop_002896.png,1
crops\crop_002897.png,$5.50
crops\crop_002898.png,TOTAL AMOUNT: $8.20
crops\crop_002899.png,GST @6%: $0.46
crops\crop_002900.png,NETT TOTAL: $8.20
crops\crop_002901.png,PAYMENT MODE
crops\crop_002902.png,AMOUNT
crops\crop_002903.png,CASH
crops\crop_002904.png,$8.20
crops\crop_002905.png,CHANGE
crops\crop_002906.png,$0.00
crops\crop_002907.png,GST SUMMARY
crops\crop_002908.png,AMOUNT($)
crops\crop_002909.png,TAX($)
crops\crop_002910.png,SR = GST @6%
crops\crop_002911.png,7.74
crops\crop_002912.png,0.46
crops\crop_002913.png,GST REG #000656195584
crops\crop_002914.png,BAR WANG RICE@PERMAS JAYA
crops\crop_002915.png,(PRLCE INCLUSIVE OF GST)
crops\crop_002916.png,THANK YOU & COME AGAIN!
crops\crop_002917.png,LIKE AND FOLLOW US ON FACEBOOK!
crops\crop_002918.png,UNIHAKKA INTERNATIONAL SDN BHD
crops\crop_002919.png,21 MAR 2018 17:59
crops\crop_002920.png,(867388-U)
crops\crop_002921.png,TAX INVOICE
crops\crop_002922.png,INVOICE # : OR18032102170360
crops\crop_002923.png,ITEM
crops\crop_002924.png,QTY
crops\crop_002925.png,TOTAL
crops\crop_002926.png,SR I00100000121- YONG TAU FOO (S)
crops\crop_002927.png,$1.60
crops\crop_002928.png,1
crops\crop_002929.png,$1.60
crops\crop_002930.png,SR I00100000035- 1 MEAT + 3 VEGE
crops\crop_002931.png,$7.10
crops\crop_002932.png,1
crops\crop_002933.png,$7.10
crops\crop_002934.png,TOTAL AMOUNT: $8.70
crops\crop_002935.png,GST @6%: $0.49
crops\crop_002936.png,NETT TOTAL: $8.70
crops\crop_002937.png,PAYMENT MODE
crops\crop_002938.png,AMOUNT
crops\crop_002939.png,CASH
crops\crop_002940.png,$8.70
crops\crop_002941.png,CHANGE
crops\crop_002942.png,$0.00
crops\crop_002943.png,GST SUMMARY
crops\crop_002944.png,AMOUNT($)
crops\crop_002945.png,TAX($)
crops\crop_002946.png,SR = GST @6%
crops\crop_002947.png,8.21
crops\crop_002948.png,0.49
crops\crop_002949.png,GST REG #000656195584
crops\crop_002950.png,BAR WANG RICE@PERMAS JAYA
crops\crop_002951.png,(PRICE INCLUSIVE OF GST)
crops\crop_002952.png,THANK YOU & COME AGAIN!
crops\crop_002953.png,LIKE AND FOLLOW US ON FACEBOOK!
crops\crop_002954.png,FACEBOOK.COM/BARWANGRICE
crops\crop_002955.png,UNIHAKKA INTERNATIONAL SDN BHD
crops\crop_002956.png,29 MAR 2018 18:19
crops\crop_002957.png,(867388-U)
crops\crop_002958.png,TAX INVOICE
crops\crop_002959.png,INVOICE # : OR18032902170347
crops\crop_002960.png,ITEM
crops\crop_002961.png,QTY
crops\crop_002962.png,TOTAL
crops\crop_002963.png,SR I00100000035- 1 MEAT + 3 VEGE
crops\crop_002964.png,$7.10
crops\crop_002965.png,1
crops\crop_002966.png,$7.10
crops\crop_002967.png,TOTAL AMOUNT: $7.10
crops\crop_002968.png,GST @6%: $0.40
crops\crop_002969.png,NETT TOTAL: $7.10
crops\crop_002970.png,PAYMENT MODE
crops\crop_002971.png,AMOUNT
crops\crop_002972.png,CASH
crops\crop_002973.png,$7.10
crops\crop_002974.png,CHANGE
crops\crop_002975.png,$0.00
crops\crop_002976.png,GST SUMMARY
crops\crop_002977.png,AMOUNT($)
crops\crop_002978.png,TAX($)
crops\crop_002979.png,3R = QST @6%
crops\crop_002980.png,6.70
crops\crop_002981.png,0.40
crops\crop_002982.png,GST REG #000656195584
crops\crop_002983.png,BAR WANG RICE@PERMAS JAYA
crops\crop_002984.png,(PRICE INCLUSIVE OF GST)
crops\crop_002985.png,THANK YOU & COME AGAIN!
crops\crop_002986.png,LIKE AND FOLLOW US ON FACEBOOK!
crops\crop_002987.png,FACEBOOK.COM/BARWANGRICE
crops\crop_002988.png,UNIHAKKA INTERNATIONAL SDN BHD
crops\crop_002989.png,30 MAR 2018 18:17
crops\crop_002990.png,(867388-U)
crops\crop_002991.png,TAX INVOICE
crops\crop_002992.png,INVOICE # : OR18033002170384
crops\crop_002993.png,ITEM
crops\crop_002994.png,QTY
crops\crop_002995.png,TOTAL
crops\crop_002996.png,SR I00100000035- 1 MEAT + 3 VEGE
crops\crop_002997.png,$7.10
crops\crop_002998.png,1
crops\crop_002999.png,$7.10
crops\crop_003000.png,SR I00100000015- VEGETABLE
crops\crop_003001.png,$1.10
crops\crop_003002.png,1
crops\crop_003003.png,$1.10
crops\crop_003004.png,TOTAL AMOUNT: $8.20
crops\crop_003005.png,GST @6%: $0.46
crops\crop_003006.png,NETT TOTAL: $8.20
crops\crop_003007.png,PAYMENT MODE
crops\crop_003008.png,AMOUNT
crops\crop_003009.png,CASH
crops\crop_003010.png,$8.20
crops\crop_003011.png,CHANGE
crops\crop_003012.png,$0.00
crops\crop_003013.png,GST SUMMARY
crops\crop_003014.png,AMOUNT($)
crops\crop_003015.png,TAX($)
crops\crop_003016.png,SR = GST @6%
crops\crop_003017.png,7.74
crops\crop_003018.png,0.46
crops\crop_003019.png,GST REG #000656195584
crops\crop_003020.png,BAR WANG RICE @PERMAS JAYA
crops\crop_003021.png,(PRICE INCLUSIVE OF GST)
crops\crop_003022.png,THANK YOU & COME AGAIN!
crops\crop_003023.png,LIKE AND FOLLOW US ON FACEBOOK!
crops\crop_003024.png,TRIPLE SIX POINT ENTERPRISE 666
crops\crop_003025.png,NO 14& 16 JALAN PERMAS 4/3 BANDAR BARU PERMAS JAY
crops\crop_003026.png,TEL : 016-7574666
crops\crop_003027.png,RECEIPT NO: REC-0015016
crops\crop_003028.png,DATE: 25-03-2018 09:42:19 AM
crops\crop_003029.png,PAYMENT TYPE: CASH
crops\crop_003030.png,RECEIPT
crops\crop_003031.png,(RECEIPT NO: REC.0015016)
crops\crop_003032.png,QTY ITEM
crops\crop_003033.png,PRICE
crops\crop_003034.png,TOTAL
crops\crop_003035.png,(RM)
crops\crop_003036.png,(RM)
crops\crop_003037.png,2X
crops\crop_003038.png,HEY SONG
crops\crop_003039.png,4.30
crops\crop_003040.png,7.60
crops\crop_003041.png,CAMELLIA GREEN
crops\crop_003042.png,TEA 580ML
crops\crop_003043.png,(DISC: 1.0000)
crops\crop_003044.png,DISCOUNT
crops\crop_003045.png,1.00
crops\crop_003046.png,TOTAL AMOUNT
crops\crop_003047.png,7.60
crops\crop_003048.png,TENDERED
crops\crop_003049.png,10.00
crops\crop_003050.png,CHANGE
crops\crop_003051.png,2.40
crops\crop_003052.png,B.I.G.
crops\crop_003053.png,BEN'S INDEPENDENT GROCER
crops\crop_003054.png,BENS INDEPENDENT GROCER SDN. BHD
crops\crop_003055.png,(913144-A)
crops\crop_003056.png,T: 03-2093 7358 | F: 03-2093 7359
crops\crop_003057.png,(GST REG NO 000243941376)
crops\crop_003058.png,TAX INVOICE : BAT02201803120255
crops\crop_003059.png,12/03/18
crops\crop_003060.png,CASHIER : FATIN SY
crops\crop_003061.png,20:29:59
crops\crop_003062.png,DOLE PINEAPPLE PCS
crops\crop_003063.png,8809069300708
crops\crop_003064.png,7.90*3
crops\crop_003065.png,23.70 Z
crops\crop_003066.png,EVIAN MINERAL WATER 6X1.25L
crops\crop_003067.png,3068320113784
crops\crop_003068.png,53.50*1
crops\crop_003069.png,53.50 S
crops\crop_003070.png,ITEM 2
crops\crop_003071.png,TOTAL WITH GST @ 6%
crops\crop_003072.png,77.20
crops\crop_003073.png,QTY
crops\crop_003074.png,ROUNDING
crops\crop_003075.png,0.00
crops\crop_003076.png,TOTAL SAVING
crops\crop_003077.png,0.00
crops\crop_003078.png,TOTAL
crops\crop_003079.png,77.20
crops\crop_003080.png,TENDER
crops\crop_003081.png,CASH
crops\crop_003082.png,100.00
crops\crop_003083.png,CHANGE
crops\crop_003084.png,22.80
crops\crop_003085.png,GST ANALYSIS
crops\crop_003086.png,GOODS
crops\crop_003087.png,TAX AMOUNT
crops\crop_003088.png,S = 6%
crops\crop_003089.png,50.47
crops\crop_003090.png,3.03
crops\crop_003091.png,Z = 0%
crops\crop_003092.png,23.70
crops\crop_003093.png,0.00
crops\crop_003094.png,BIG.COM.MY
crops\crop_003095.png,FACEBOOK.COM/THEBIGGROUP
crops\crop_003096.png,EXCHANGE & REFUND MAY BE ALLOWED
crops\crop_003097.png,WITHIN 3 DAYS WITH ORIGINAL TAX INVOICE
crops\crop_003098.png,BAT02201803120255
crops\crop_003099.png,4
crops\crop_003100.png,PERI-PERI CHICKEN
crops\crop_003101.png,NANDO'S CHICKENLAND MALAYSIA
crops\crop_003102.png,SDN BHD
crops\crop_003103.png,NANDO'S 1 MONT KIARA
crops\crop_003104.png,50480 KUALA LUMPUR
crops\crop_003105.png,TEL: 1300-88-6555 FAX: 603-6203 6355
crops\crop_003106.png,TAX INVOICE
crops\crop_003107.png,GST ID:000097492992
crops\crop_003108.png,4 NANDOS3
crops\crop_003109.png,76 SYAFIQ 2
crops\crop_003110.png,CHK 8660
crops\crop_003111.png,GUEST0
crops\crop_003112.png,28 MAR 18 18:32:36
crops\crop_003113.png,1
crops\crop_003114.png,DELIVERY CHG
crops\crop_003115.png,4.00 S
crops\crop_003116.png,4
crops\crop_003117.png,1/4 CHIC+ 1SD-T @ 17.90
crops\crop_003118.png,71.60 S
crops\crop_003119.png,4
crops\crop_003120.png,1/4-H
crops\crop_003121.png,S
crops\crop_003122.png,4
crops\crop_003123.png,CHARGRILL VEG(R)-TC
crops\crop_003124.png,S
crops\crop_003125.png,GRILLVEG-H
crops\crop_003126.png,GRILLVEG-H
crops\crop_003127.png,GRILLVEG-H
crops\crop_003128.png,GRILLVEG-H
crops\crop_003129.png,3
crops\crop_003130.png,1/4 CHIC+ 1SD-T @ 17.90
crops\crop_003131.png,53.70 S
crops\crop_003132.png,3
crops\crop_003133.png,1/4-M
crops\crop_003134.png,S
crops\crop_003135.png,3
crops\crop_003136.png,COLES LAW(R)-TC
crops\crop_003137.png,S
crops\crop_003138.png,SUB TOTAL
crops\crop_003139.png,129.30
crops\crop_003140.png,AMT DUE
crops\crop_003141.png,129.30
crops\crop_003142.png,GST @6%
crops\crop_003143.png,7.30
crops\crop_003144.png,HOW WAS IT FOR YOU?
crops\crop_003145.png,SO PLEASE COMPLETE OUR
crops\crop_003146.png,WWW.HOWWASIT4YOU-MY.NET
crops\crop_003147.png,A MEAL FOR YOU & 10 FRIENDS
crops\crop_003148.png,IS UP FOR GRABS.
crops\crop_003149.png,SURVEY CODE:MAL025
crops\crop_003150.png,T&C APPLY.
crops\crop_003151.png,FOOD IS BEST CONSUMED WITHIN 2 HOURS
crops\crop_003152.png,GSTSUMMARY
crops\crop_003153.png,AMOUNT(RM)
crops\crop_003154.png,GST(RM)
crops\crop_003155.png,S=GST @6%:
crops\crop_003156.png,122.00
crops\crop_003157.png,7.30
crops\crop_003158.png,Z=GST @0%:
crops\crop_003159.png,0.00
crops\crop_003160.png,0.00
crops\crop_003161.png,99 SPEED MART S/B (519537-X)
crops\crop_003162.png,TAMAN BERKELEY
crops\crop_003163.png,1245-DESA SRI HARTAMAS
crops\crop_003164.png,GST ID. NO : 000181747712
crops\crop_003165.png,INVOICE NO : 18341/103/T0138
crops\crop_003166.png,09:06PM
crops\crop_003167.png,569547
crops\crop_003168.png,19-03-18
crops\crop_003169.png,103 SUNQUICK OREN 840ML
crops\crop_003170.png,RM11.40 S
crops\crop_003171.png,TOTAL SALES (INCLUSIVE GST) RM
crops\crop_003172.png,11.40
crops\crop_003173.png,CASH RM
crops\crop_003174.png,11.40
crops\crop_003175.png,CHANGE RM
crops\crop_003176.png,.00
crops\crop_003177.png,GST SUMMARY
crops\crop_003178.png,AMOUNT(RM)
crops\crop_003179.png,TAX(RM)
crops\crop_003180.png,S = 6%
crops\crop_003181.png,10.75
crops\crop_003182.png,.65
crops\crop_003183.png,THANK YOU. PLEASE COME AGAIN
crops\crop_003184.png,KEEP THE INVOICE FOR APPLICABLE RETURNS
crops\crop_003185.png,PETRODELI ENTERPRISE
crops\crop_003186.png,COMPANY NO: SA0127959-D
crops\crop_003187.png,SITE: 2395
crops\crop_003188.png,JLN ULU KELANG .
crops\crop_003189.png,54200 KUALA LUMPUR
crops\crop_003190.png,TELEPHONE: 03-41056485
crops\crop_003191.png,GST NO: 000145047552
crops\crop_003192.png,INVOICE NUMBER: 60000152273
crops\crop_003193.png,39.42 LITRE PUNP # 09
crops\crop_003194.png,FUELSAVE 95
crops\crop_003195.png,RM
crops\crop_003196.png,85.54 C
crops\crop_003197.png,2.170
crops\crop_003198.png,RM
crops\crop_003199.png,/
crops\crop_003200.png,LITRE
crops\crop_003201.png,TOTAL
crops\crop_003202.png,RM
crops\crop_003203.png,85.54
crops\crop_003204.png,VISA
crops\crop_003205.png,RM
crops\crop_003206.png,85.54
crops\crop_003207.png,RELIEF GST
crops\crop_003208.png,C
crops\crop_003209.png,RM
crops\crop_003210.png,0.00
crops\crop_003211.png,TOTAL GROSS
crops\crop_003212.png,C
crops\crop_003213.png,RM
crops\crop_003214.png,85.54
crops\crop_003215.png,SHELL LOYALTY CARD
crops\crop_003216.png,6018840059147765
crops\crop_003217.png,POINTS AWARDED:
crops\crop_003218.png,39
crops\crop_003219.png,DATE
crops\crop_003220.png,TIME
crops\crop_003221.png,NUM
crops\crop_003222.png,OPT
crops\crop_003223.png,26/02/18
crops\crop_003224.png,08:28
crops\crop_003225.png,10886
crops\crop_003226.png,09
crops\crop_003227.png,DIESEL & PETROL RON95
crops\crop_003228.png,GIVEN RELIEF UNDER SECTION
crops\crop_003229.png,56 (3) (B) GST ACT 2014
crops\crop_003230.png,THANK YOU
crops\crop_003231.png,PLEASE COME AGAIN
crops\crop_003232.png,SUN WONG KUT SDN BHD
crops\crop_003233.png,COMPANY NO: 20965-W
crops\crop_003234.png,SITE: 1046
crops\crop_003235.png,57100 KUALA LUMPUR.
crops\crop_003236.png,TELEPHONE: 03-9221345
crops\crop_003237.png,GST NO: 001580630016
crops\crop_003238.png,INVOICE NUMBER 60000483942
crops\crop_003239.png,39.54
crops\crop_003240.png,39.54 LITRE PUMP # 07
crops\crop_003241.png,FUEL SAVE 95
crops\crop_003242.png,RM
crops\crop_003243.png,88.17 C
crops\crop_003244.png,2.230
crops\crop_003245.png,RM
crops\crop_003246.png,/
crops\crop_003247.png,LITRE
crops\crop_003248.png,TOTAL
crops\crop_003249.png,RM
crops\crop_003250.png,88.17
crops\crop_003251.png,VISA
crops\crop_003252.png,RM
crops\crop_003253.png,88.17
crops\crop_003254.png,RELIEF GST
crops\crop_003255.png,C
crops\crop_003256.png,RM
crops\crop_003257.png,0.00
crops\crop_003258.png,TOTAL GROSS
crops\crop_003259.png,C
crops\crop_003260.png,RM
crops\crop_003261.png,88.17
crops\crop_003262.png,SHELL LOYALTY CARD
crops\crop_003263.png,6018840059147765
crops\crop_003264.png,POINTS AWARDED: 39
crops\crop_003265.png,DATE
crops\crop_003266.png,TIME
crops\crop_003267.png,NUN
crops\crop_003268.png,OPT
crops\crop_003269.png,21/02/18
crops\crop_003270.png,11:19
crops\crop_003271.png,40278 07
crops\crop_003272.png,DIESEL & PETROL RON95
crops\crop_003273.png,GIVEN RELIEF UNDER SECTION
crops\crop_003274.png,56 (3) (B) GST ACT 2014
crops\crop_003275.png,THANK YOU
crops\crop_003276.png,PLEASE COME AGAIN
crops\crop_003277.png,RESTAURANT JIAWEI
crops\crop_003278.png,JIAWEI HOUSE
crops\crop_003279.png,002693074-K
crops\crop_003280.png,MEDAN NIAGA DAMAI SG BESI
crops\crop_003281.png,57000 KL
crops\crop_003282.png,INVOICE
crops\crop_003283.png,INVOICE :9820
crops\crop_003284.png,65.20
crops\crop_003285.png,CASHIER : ADMIN
crops\crop_003286.png,POS NO : 1
crops\crop_003287.png,DATE : 9/3/2018 20:54:50
crops\crop_003288.png,TABLE
crops\crop_003289.png,:
crops\crop_003290.png,16
crops\crop_003291.png,ITEM
crops\crop_003292.png,QTY
crops\crop_003293.png,U/P (RM)
crops\crop_003294.png,DISC (%)
crops\crop_003295.png,AMT (RM)
crops\crop_003296.png,B. BEAN BITTERGROUND FISH HEAD (S)
crops\crop_003297.png,1
crops\crop_003298.png,35.00
crops\crop_003299.png,0.00
crops\crop_003300.png,F. HONG KONG SAUTEED (S)
crops\crop_003301.png,1
crops\crop_003302.png,16.00
crops\crop_003303.png,0.00
crops\crop_003304.png,STEAMED EGG (S)
crops\crop_003305.png,1
crops\crop_003306.png,10.00
crops\crop_003307.png,0.00
crops\crop_003308.png,CHINESE TEA
crops\crop_003309.png,2
crops\crop_003310.png,0.60
crops\crop_003311.png,0.00
crops\crop_003312.png,1.20
crops\crop_003313.png,COLD
crops\crop_003314.png,RICE (B)
crops\crop_003315.png,2
crops\crop_003316.png,1.50
crops\crop_003317.png,0.00
crops\crop_003318.png,3
crops\crop_003319.png,SUB TOTAL BEFORE DISCOUNT
crops\crop_003320.png,RM 65.20
crops\crop_003321.png,SERVICE CHARGE
crops\crop_003322.png,RM 0.00
crops\crop_003323.png,TOTAL SALES
crops\crop_003324.png,RM 65.20
crops\crop_003325.png,ROUNDING ADJUSTMENT :
crops\crop_003326.png,RM 0.00
crops\crop_003327.png,TOTAL
crops\crop_003328.png,RM
crops\crop_003329.png,PASARAYA BORONG PINTAR
crops\crop_003330.png,SDN BHD
crops\crop_003331.png,BR NO. :(124525-H)
crops\crop_003332.png,MEDAN NIAGA TASIK DAMAI
crops\crop_003333.png,016-5498845
crops\crop_003334.png,GST NO.:
crops\crop_003335.png,14/03/2018 5:57:07PM
crops\crop_003336.png,TAX INVOICE
crops\crop_003337.png,TRN: CR0008964
crops\crop_003338.png,COUNTER 3
crops\crop_003339.png,CASHIER: 1
crops\crop_003340.png,QTY UOM
crops\crop_003341.png,UNIT AMT EXC. AMT INC. GST
crops\crop_003342.png,PRICE
crops\crop_003343.png,TAX
crops\crop_003344.png,TAX CODE
crops\crop_003345.png,WALL'S TOPTEN CHOCOLATE 73ML
crops\crop_003346.png,1
crops\crop_003347.png,WALK
crops\crop_003348.png,1.60
crops\crop_003349.png,1.60
crops\crop_003350.png,1.60
crops\crop_003351.png,ZRL
crops\crop_003352.png,WALL'S TOPTEN CHOCOLATE 73ML
crops\crop_003353.png,1
crops\crop_003354.png,WALK
crops\crop_003355.png,1.60
crops\crop_003356.png,1.60
crops\crop_003357.png,1.60
crops\crop_003358.png,ZRL
crops\crop_003359.png,MAGNUM ALMOND 90ML
crops\crop_003360.png,1
crops\crop_003361.png,WALK
crops\crop_003362.png,4.50
crops\crop_003363.png,4.50
crops\crop_003364.png,4.50
crops\crop_003365.png,ZRL
crops\crop_003366.png,CLOUD 9 PLUS 22G
crops\crop_003367.png,1
crops\crop_003368.png,WALK
crops\crop_003369.png,0.50
crops\crop_003370.png,0.50
crops\crop_003371.png,0.50
crops\crop_003372.png,ZRL
crops\crop_003373.png,*TOTAL QTY: 4.00
crops\crop_003374.png,8.20
crops\crop_003375.png,TOTAL INCLUDES GST 0%
crops\crop_003376.png,8.20
crops\crop_003377.png,CUSTOMER'S PAYMENT
crops\crop_003378.png,CASH
crops\crop_003379.png,20.20
crops\crop_003380.png,CHANGE
crops\crop_003381.png,12.00
crops\crop_003382.png,GST SUMMARY
crops\crop_003383.png,AMOUNT (RM)
crops\crop_003384.png,TAX (RM)
crops\crop_003385.png,ZRL = 0%
crops\crop_003386.png,8.20
crops\crop_003387.png,0.00
crops\crop_003388.png,*GOODS SOLD ARE NOT RETURNABLE
crops\crop_003389.png,THANK YOU FOR SHOPPING AT PASARAYA
crops\crop_003390.png,BORONG PINTAR SDN BHD
crops\crop_003391.png,LIAN CHI PU TIAN VEGETARIAN
crops\crop_003392.png,RESTAURANT SDN BHD
crops\crop_003393.png,(1095514-X)
crops\crop_003394.png,(GST ID NO : 001147416576)
crops\crop_003395.png,TABLE :8
crops\crop_003396.png,CASHIER :
crops\crop_003397.png,DATE
crops\crop_003398.png,: 06/01/18
crops\crop_003399.png,12:17:26 PM
crops\crop_003400.png,ITEM
crops\crop_003401.png,QTY
crops\crop_003402.png,PRICE
crops\crop_003403.png,AMOUNT
crops\crop_003404.png,(S)
crops\crop_003405.png,@15.90
crops\crop_003406.png,CURRY MIXED VEGE
crops\crop_003407.png,515
crops\crop_003408.png,1
crops\crop_003409.png,16.85
crops\crop_003410.png,16.85
crops\crop_003411.png,SR
crops\crop_003412.png,(S)
crops\crop_003413.png,@13.90
crops\crop_003414.png,517
crops\crop_003415.png,1
crops\crop_003416.png,14.73
crops\crop_003417.png,14.73
crops\crop_003418.png,SR
crops\crop_003419.png,(12 PCS)
crops\crop_003420.png,@ 12.00
crops\crop_003421.png,'XINGHUA'SPRING ROLL
crops\crop_003422.png,410
crops\crop_003423.png,1
crops\crop_003424.png,12.72
crops\crop_003425.png,12.72
crops\crop_003426.png,SR
crops\crop_003427.png,(POT)
crops\crop_003428.png,@ 3.00
crops\crop_003429.png,TI GUAN YIN TEA
crops\crop_003430.png,822
crops\crop_003431.png,1
crops\crop_003432.png,3.18
crops\crop_003433.png,3.18
crops\crop_003434.png,SR
crops\crop_003435.png,(B)
crops\crop_003436.png,@ 1.50
crops\crop_003437.png,PLAIN RICE
crops\crop_003438.png,922
crops\crop_003439.png,2
crops\crop_003440.png,1.59
crops\crop_003441.png,3.18
crops\crop_003442.png,SR
crops\crop_003443.png,GROSS AMT :
crops\crop_003444.png,47.80
crops\crop_003445.png,SVR TAX :
crops\crop_003446.png,2.87
crops\crop_003447.png,GST (6%) :
crops\crop_003448.png,2.86
crops\crop_003449.png,NET AMT :
crops\crop_003450.png,53.55
crops\crop_003451.png,GST SUMMARY
crops\crop_003452.png,AMOUNT(RM)
crops\crop_003453.png,TAX(RM)
crops\crop_003454.png,@ 0%
crops\crop_003455.png,2.87
crops\crop_003456.png,0.00
crops\crop_003457.png,SR @ 6%
crops\crop_003458.png,47.80
crops\crop_003459.png,2.86
crops\crop_003460.png,THANK YOU
crops\crop_003461.png,PLEASE COME AGAIN
crops\crop_003462.png,PASARAYA BORONG PINTAR
crops\crop_003463.png,SDN BHD
crops\crop_003464.png,BR NO.: (124525-H)
crops\crop_003465.png,MEDAN NIAGA TASIK DAMAI
crops\crop_003466.png,016-5498845.
crops\crop_003467.png,GST NO.:
crops\crop_003468.png,04/03/2018 15:41:52
crops\crop_003469.png,TAX INVOICE
crops\crop_003470.png,TRN: CR0007636
crops\crop_003471.png,COUNTER 4
crops\crop_003472.png,CASHIER: 11
crops\crop_003473.png,QTY UOM
crops\crop_003474.png,UNIT AMT EXC. AMT INC.
crops\crop_003475.png,GST
crops\crop_003476.png,PRICE
crops\crop_003477.png,TAX
crops\crop_003478.png,TAX CODE
crops\crop_003479.png,POKKA COFFEE VANILLA MILK COFFEE
crops\crop_003480.png,1
crops\crop_003481.png,WALK
crops\crop_003482.png,3.20
crops\crop_003483.png,3.20
crops\crop_003484.png,3.20
crops\crop_003485.png,ZRL
crops\crop_003486.png,*TOTAL QTY: 1.00
crops\crop_003487.png,3.20
crops\crop_003488.png,TOTAL INCLUDES GST 0%
crops\crop_003489.png,3.20
crops\crop_003490.png,CUSTOMER'S PAYMENT
crops\crop_003491.png,CASH
crops\crop_003492.png,5.20
crops\crop_003493.png,CHANGE
crops\crop_003494.png,2.00
crops\crop_003495.png,GST SUMMARY
crops\crop_003496.png,AMOUNT (RM)
crops\crop_003497.png,TAX (RM)
crops\crop_003498.png,ZRL = 0%
crops\crop_003499.png,3.20
crops\crop_003500.png,0.00
crops\crop_003501.png,*GOODS SOLD ARE NOT RETURNABLE
crops\crop_003502.png,THANK YOU FOR SHOPPING AT PASARAYA
crops\crop_003503.png,BORONG PINTAR SDN BHD
crops\crop_003504.png,99 SPEED MART S/B (519537-X)
crops\crop_003505.png,TAMAN BERKELEY
crops\crop_003506.png,1249-TMN PANDAN CAHAYA
crops\crop_003507.png,GST ID. NO : 000181747712
crops\crop_003508.png,INVOICE NO : 18314/102/T0422
crops\crop_003509.png,06:20PM
crops\crop_003510.png,568008
crops\crop_003511.png,20-02-18
crops\crop_003512.png,8991 NUTRI PLUS TELUR SEGAR
crops\crop_003513.png,RM9.90 Z
crops\crop_003514.png,TOTAL SALES (INCLUSIVE GST) RM
crops\crop_003515.png,9.90
crops\crop_003516.png,CASH RM
crops\crop_003517.png,10.00
crops\crop_003518.png,CHANGE RM
crops\crop_003519.png,.10
crops\crop_003520.png,GST SUMMARY
crops\crop_003521.png,AMOUNT(RM)
crops\crop_003522.png,TAX(RM)
crops\crop_003523.png,Z = 0%
